"Academic Yr","Year Term","Semester","Ungrad Grad","Entry Status","College/School","Academic Division","Academic Department","Major Short Nm","Student Headcount",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Engineering","Clg of Engineering","Bioengineering","Translational Medicine","15",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Engineering","Clg of Engineering","Bioengineering-UCSF Grad Grp","Bioengineering (UCSF)","72",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Engineering","Clg of Engineering","Bioengineering-UCSF Grad Grp","Translational Medicine (UCSF)","17",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Engineering","Clg of Engineering","Civil & Environmental Eng","Civil & Environmental Eng","414",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Engineering","Clg of Engineering","Electrical Eng & Computer Sci","Computer Science","259",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Engineering","Clg of Engineering","Electrical Eng & Computer Sci","Electrical Eng & Comp Sci","400",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Engineering","Clg of Engineering","Electrical Eng & Computer Sci","Master of Adv Std - IC","12",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Engineering","Clg of Engineering","Industrial Eng & Ops Research","Ind Eng & Ops Rsch PT MEng","24",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Engineering","Clg of Engineering","Industrial Eng & Ops Research","Industrial Eng & Ops Rsch","137",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Engineering","Clg of Engineering","Materials Science & Eng","Materials Science & Eng","130",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Engineering","Clg of Engineering","Mechanical Engineering","Mechanical Engineering","351",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Engineering","Clg of Engineering","Mechanical Engineering","Mechanical Engineering PT MEng","1",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Engineering","Clg of Engineering","Nuclear Engineering","Nuclear Engineering","88",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Engineering","Clg of Engineering","Nuclear Engineering","Nuclear Engineering PT MEng","1",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Environmental Design","Clg of Environmental Design","Architecture","Architecture","182",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Environmental Design","Clg of Environmental Design","City & Regional Planning","City & Regional Planning","135",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Environmental Design","Clg of Environmental Design","Inst of Urban & Reg Dev Pgms","Urban Design","14",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Environmental Design","Clg of Environmental Design","Landscape Arch & Env Plan","Landscape Arch & Env Plan","15",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Environmental Design","Clg of Environmental Design","Landscape Arch & Env Plan","Landscape Architecture","78",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","Anc Hist Med Arc Grad Grp","Anc Hist & Medit Archae","13",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","Ancient Greek & Roman Studies","Classical Archaeology","6",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","Ancient Greek & Roman Studies","Classics","25",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","Art Practice","Art","12",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","Buddhist Studies Grad Grp","Buddhist Studies","11",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","Comparative Literature","Comparative Literature","59",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","East Asian Lang & Culture","Chinese Language","14",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","East Asian Lang & Culture","Japanese Language","10",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","English","English","96",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","Film and Media","Film and Media","23",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","French","French","20",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","German","German","27",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","History of Art","History of Art","34",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","Italian Studies","Italian Studies","9",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","Medieval Studies Program","Medieval Studies","29",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","Middle Eastern Lang & Cultures","Near Eastern Studies","25",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","Music","Music","51",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","Performance Studies Grad Grp","Performance Studies","21",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","Philosophy","Philosophy","37",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","Rhetoric","Rhetoric","35",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","Romance Lang & Lit Grad Pgm","Romance Lang & Lit","11",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","Scandinavian","Scandinavian Lang & Lit","11",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","Slavic Languages & Literatures","Slavic Lang & Lit","19",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","South & SE Asian Studies","South & SE Asian Studies","26",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Arts & Humanities Division","Spanish & Portuguese","Hispanic Lang & Lit","29",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Biological Sciences Div","Biophysics Grad Grp","Biophysics","47",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Biological Sciences Div","Endocrinology Grad Grp","Endocrinology","13",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Biological Sciences Div","Integrative Biology","Integrative Biology","106",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Biological Sciences Div","Molecular & Cell Biology","Molecular & Cell Biology","212",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Biological Sciences Div","Neuroscience","Neuroscience","57",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Math & Phys Sciences Div","Astronomy","Astrophysics","28",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Math & Phys Sciences Div","Earth & Planetary Science","Earth & Planetary Science","55",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Math & Phys Sciences Div","Logic and Method of Science GG","Logic/Methodology of Science","16",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Math & Phys Sciences Div","Mathematics","Applied Mathematics","25",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Math & Phys Sciences Div","Mathematics","Mathematics","152",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Math & Phys Sciences Div","Physics","Physics","263",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Social Sciences Division","African American Studies","African American Studies","25",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Social Sciences Division","Anthropology","Anthropology","85",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Social Sciences Division","Anthropology","Medical Anthropology","14",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Social Sciences Division","Asian Studies Grad Grp","Asian Studies","11",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Social Sciences Division","Demography","Demography","6",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Social Sciences Division","Economics","Economics","128",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Social Sciences Division","Ethnic Studies","Ethnic Studies","30",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Social Sciences Division","Folklore Grad Grp","Folklore","7",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Social Sciences Division","Geography","Geography","44",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Social Sciences Division","Global Studies Grad Grp","Global Studies","8",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Social Sciences Division","Global Studies Grad Grp","International & Area Stds","1",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Social Sciences Division","History","History","142",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Social Sciences Division","Linguistics","Linguistics","30",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Social Sciences Division","Political Science","Political Science","90",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Social Sciences Division","Psychology","Psychology","100",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Social Sciences Division","Sociology","Sociology","108",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Clg of Letters & Science","L&S Social Sciences Division","Sociology and Demography GG","Sociology & Demography","7",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Goldman School Public Policy","Goldman School Public Policy","Development Practice Grad Grp","Development Practice","49",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Goldman School Public Policy","Goldman School Public Policy","Public Policy","Public Affairs","35",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Goldman School Public Policy","Goldman School Public Policy","Public Policy","Public Policy","206",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Grad School of Journalism","Grad School of Journalism","Journalism","Journalism","110",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Graduate Division","Graduate Division","Interdisciplinary Doctoral Pgm","Grad Div Individual Major","2",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Haas School of Business","Haas School of Business","Business","Berkeley MBA for Executives","70",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Haas School of Business","Haas School of Business","Business","Business Administration","592",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Haas School of Business","Haas School of Business","Business","Evening & Weekend MBA","727",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Haas School of Business","Haas School of Business","Business","Financial Engineering","144",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Optometry & Vision Science","Optometry & Vision Science","Optometry","Optometric Residency Cert","19",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Optometry & Vision Science","Optometry & Vision Science","Optometry","Optometry","267",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Optometry & Vision Science","Optometry & Vision Science","Vision Science Grad Grp","Vision Science","36",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Ag & Resource Econ & Pol","Ag & Resource Economics","66",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Comparative Biochem Grad Grp","Comparative Biochemistry","14",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Energy & Resources Grad Grp","Energy & Resources","59",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Env Sci, Policy, & Mgmt","Env Sci, Policy, & Mgmt","127",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Env Sci, Policy, & Mgmt","Forestry","6",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Metabolic Biology Grad Grp","Metabolic Biology","13",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Metabolic Biology Grad Grp","Molecular & Biochem Nutrition","2",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Microbiology Grad Grp","Microbiology","61",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Molecular Toxicology Grad Grp","Molecular Toxicology","4",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Plant & Microbial Biology","Plant Biology","35",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","Rausser Clg Natural Resources","Rausser Clg Natural Resources","Rangeland & Wildlife Mgmt GG","Rangeland & Wildlife Mgmt","3",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","School of Information","School of Information","Information","Info & Data Science-MIDS","505",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","School of Information","School of Information","Information","Info Mgmt & Systems","118",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","School of Law","School of Law","JSP Graduate Program","Jurisprudence & Social Policy","45",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","School of Law","School of Law","Law","Doctor of Science of Law (JSD)","24",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","School of Law","School of Law","Law","Law (JD)","938",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","School of Law","School of Law","Law","Master of Laws (LLM)","244",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","School of Public Health","School of Public Health","Biostatistics Grad Grp","Biostatistics","38",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","School of Public Health","School of Public Health","Environmental Health Sci GG","Environ Health Sciences","24",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","School of Public Health","School of Public Health","Epidemiology Grad Grp","Epidemiology","36",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","School of Public Health","School of Public Health","Health & Medical Sci Grad Grp","Health & Medical Sciences","33",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","School of Public Health","School of Public Health","Health Policy GG","Health Policy","22",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","School of Public Health","School of Public Health","Infectious Diseases & Immun GG","Infec Diseases & Immunity","14",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","School of Public Health","School of Public Health","Public Health","On-Campus/Online Prfsnl MPH","168",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","School of Public Health","School of Public Health","Public Health","Public Health","342",""
"2017-18","2018 Spring","Spring","Graduate","Graduate","School of Social Welfare","School of Social Welfare","Social Welfare","Social Welfare","200",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Chemistry","Clg of Chemistry","Chem & Biomolecular Eng","Chem Eng/MSE Joint Major","1",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Chemistry","Clg of Chemistry","Chem & Biomolecular Eng","Chemical Engineering","396",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Chemistry","Clg of Chemistry","Chemistry","Chemical Biology","169",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Chemistry","Clg of Chemistry","Chemistry","Chemistry","179",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Comp Data Sci & Soc","Clg of Comp Data Sci & Soc","Elec Eng & Computer Sci - CDSS","CDSS Computer Science","1568",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Comp Data Sci & Soc","Clg of Comp Data Sci & Soc","Statistics","Statistics","317",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Engineering","Clg of Engineering","Bioengineering","Bioengineering","359",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Engineering","Clg of Engineering","Civil & Environmental Eng","Civil Engineering","275",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Engineering","Clg of Engineering","Electrical Eng & Computer Sci","Electrical Eng & Comp Sci","1145",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Engineering","Clg of Engineering","Engineering Joint Programs","BioE/MSE Joint Major","13",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Engineering","Clg of Engineering","Engineering Joint Programs","EECS/MSE Joint Major","6",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Engineering","Clg of Engineering","Engineering Joint Programs","EECS/NE Joint Major","4",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Engineering","Clg of Engineering","Engineering Joint Programs","ME/NE Joint Major","5",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Engineering","Clg of Engineering","Engineering Joint Programs","MSE/ME Joint Major","8",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Engineering","Clg of Engineering","Engineering Joint Programs","MSE/NE Joint Major","2",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Engineering","Clg of Engineering","Engineering Science","Energy Engineering","53",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Engineering","Clg of Engineering","Engineering Science","Eng Math & Statistics","36",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Engineering","Clg of Engineering","Engineering Science","Engineering Physics","60",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Engineering","Clg of Engineering","Engineering Science","Engineering Undeclared","54",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Engineering","Clg of Engineering","Engineering Science","Environmental Eng Science","17",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Engineering","Clg of Engineering","Industrial Eng & Ops Research","Industrial Eng & Ops Rsch","151",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Engineering","Clg of Engineering","Materials Science & Eng","Materials Science & Eng","120",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Engineering","Clg of Engineering","Mechanical Engineering","Mechanical Engineering","469",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Engineering","Clg of Engineering","Nuclear Engineering","Nuclear Engineering","58",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Environmental Design","Clg of Environmental Design","Architecture","Architecture","249",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Environmental Design","Clg of Environmental Design","City & Regional Planning","Urban Studies","74",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Environmental Design","Clg of Environmental Design","Inst of Urban & Reg Dev Pgms","Sustainable Environ Dsgn","93",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Environmental Design","Clg of Environmental Design","Landscape Arch & Env Plan","Landscape Architecture","47",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Environmental Design","Clg of Environmental Design","Other Env Design Programs","CED Individual Major","8",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Administered Programs","L&S Chemistry","L&S Chemistry","7",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Administered Programs","L&S Envir Econ & Policy","L&S Environ Econ & Policy","11",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Administered Programs","L&S Legal Studies","L&S Legal Studies","225",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Administered Programs","L&S Ops Rsch & Mgmt Sci","L&S Ops Research & Mgmt Sci","15",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Administered Programs","L&S Public Health","L&S Public Health","371",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Administered Programs","L&S Social Welfare","L&S Social Welfare","165",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Ancient Greek & Roman Studies","Classical Civilizations","14",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Ancient Greek & Roman Studies","Classical Languages","3",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Art Practice","Art","30",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Comparative Literature","Comparative Literature","27",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","East Asian Lang & Culture","Chinese Language","13",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","East Asian Lang & Culture","Japanese Language","15",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","English","English","221",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Film and Media","Film","63",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","French","French","30",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","German","Dutch Studies","1",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","German","German","11",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","History of Art","History of Art","18",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Italian Studies","Italian Studies","6",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Middle Eastern Lang & Cultures","Near Eastern Civilizations","2",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Middle Eastern Lang & Cultures","Near Eastern Lang & Lit","11",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Music","Music","45",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Philosophy","Philosophy","83",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Rhetoric","Rhetoric","62",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Scandinavian","Scandinavian","1",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Slavic Languages & Literatures","Slavic Lang & Lit","7",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","South & SE Asian Studies","South & SE Asian Studies","8",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Spanish & Portuguese","Spanish-Hisp Lang/Biling Iss","15",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Spanish & Portuguese","Spanish-Latin-Amer Lang & Lit","12",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Spanish & Portuguese","Spanish-Luso-Brazil Lang & Lit","1",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Spanish & Portuguese","Spanish-Spanish Lang & Lit","32",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Theater Dance & Perf Stds","Dance & Perf Studies","8",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Arts & Humanities Division","Theater Dance & Perf Stds","Theater & Perf Studies","32",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Biological Sciences Div","Integrative Biology","Integrative Biology","364",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Biological Sciences Div","Molecular & Cell Biology","MCB-Biochem & Mol Biol","129",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Biological Sciences Div","Molecular & Cell Biology","MCB-Cell & Dev Biology","292",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Biological Sciences Div","Molecular & Cell Biology","MCB-Genetics","111",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Biological Sciences Div","Molecular & Cell Biology","MCB-Immunology","198",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Biological Sciences Div","Molecular & Cell Biology","MCB-Neurobiology","190",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Astronomy","Astrophysics","54",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Earth & Planetary Science","Atmospheric Science","4",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Earth & Planetary Science","Environmental Earth Science","25",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Earth & Planetary Science","Geology","14",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Earth & Planetary Science","Geophysics","12",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Earth & Planetary Science","Marine Science","13",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Earth & Planetary Science","Planetary Science","1",""
"2017-18","2018 Spring","Spring","Undergraduate","Freshman Entrant","Clg of Letters & Science","L&S Math & Phys Sciences Div","Mathematics","Applied Mathematics","447",""
